dataset,id,backbone,arm,y_true,n_img,n_seed,clean_mean,clean_sd,gray_mean,gray_sd,CR_mean,CR_sd
cub200,S1,ResNet-50,resnet50,146,30,5,0.8266666666666668,0.036514837167011066,0.13999999999999999,0.08628119403696524,0.6866666666666668,0.0960324019392529
cub200,S1,ResNet-50,resnet50,147,30,5,0.9533333333333334,0.018257418583505533,0.07333333333333333,0.054772255750516606,0.8800000000000001,0.06497862896539308
cub200,S1,ResNet-50,resnet50,148,29,5,0.903448275862069,0.028850345742554333,0.23448275862068968,0.12288641159452042,0.6689655172413793,0.09934386407508922
cub200,S1,ResNet-50,resnet50,149,30,5,0.8533333333333333,0.018257418583505533,0.4866666666666667,0.06055300708194982,0.3666666666666667,0.05270462766947298
cub200,S1,ResNet-50,resnet50,150,21,5,0.9523809523809523,0.047619047619047616,0.6761904761904762,0.07824607964359516,0.2761904761904762,0.0975900072948533
cub200,S1,ResNet-50,resnet50,151,30,5,0.7666666666666667,0.0471404520791032,0.11333333333333333,0.09888264649460883,0.6533333333333333,0.09888264649460886
cub200,S1,ResNet-50,resnet50,152,29,5,0.8,0.028850345742554333,0.027586206896551724,0.04496001658760447,0.7724137931034483,0.04626347539654738
cub200,S1,ResNet-50,resnet50,153,30,5,0.8,0.02357022603955158,0.24,0.1622754859285078,0.56,0.1588150566609546
cub200,S1,ResNet-50,resnet50,154,30,5,0.6199999999999999,0.05055250296034366,0.6666666666666666,0.08498365855987976,-0.046666666666666676,0.12823589374447564
cub200,S1,ResNet-50,resnet50,155,30,5,0.8666666666666668,0.062360956446232345,0.0,0.0,0.8666666666666668,0.062360956446232345
cub200,S1,ResNet-50,resnet50,156,29,5,0.6275862068965518,0.037773969483114934,0.006896551724137931,0.015421158465515792,0.6206896551724138,0.04223258177212378
cub200,S1,ResNet-50,resnet50,157,30,5,0.9333333333333333,0.02357022603955158,0.08,0.0767390962214756,0.8533333333333333,0.06497862896539312
cub200,S1,ResNet-50,resnet50,158,30,5,1.0,0.0,0.9400000000000001,0.027888667551135844,0.059999999999999984,0.027888667551135844
cub200,S1,ResNet-50,resnet50,159,29,5,0.9724137931034484,0.028850345742554333,0.4413793103448276,0.08925640762444677,0.5310344827586208,0.09316728335245719
